event_id,event_timestamp,lead_id,campaign_id,event_type
02edaaf2-961f-499d-b7d2-0f942ed9a704,2026-05-25 09:08:37.562385,2e6eddb6-c71c-4c5b-ad02-ef4ce95e57bc,Data_Engineer_Hiring,INVITE_SENT
ff3baa0d-3397-47cc-bf5b-c515c979de54,2026-05-25 09:09:37.562385,5d85eded-8b29-4458-bf2a-134bab7c2c6e,Recruiter_Outreach_Q3,INVITE_SENT
eb2811ff-80ba-4260-b538-a13bb15d8c3e,2026-05-25 09:12:37.562385,1b654bf3-0b52-40d4-a04b-097f302651c9,Data_Engineer_Hiring,INVITE_SENT
f431f0ce-07a0-46aa-ab95-eb6a2e8d8d61,2026-05-25 09:29:37.562385,f567d54e-b5e4-42ad-b0fd-49c8e799fbb1,Data_Engineer_Hiring,INVITE_SENT
22e83f6e-b947-4960-968c-8d7dc6fc86f7,2026-05-25 09:31:37.562385,ab03fb6c-a667-453a-a886-66db953c39d3,Recruiter_Outreach_Q3,INVITE_SENT
3ea51373-cef2-4391-87a4-2d31b8a8d8bc,2026-05-25 09:42:37.562385,35669d53-dda4-4de1-a610-8ab3c45fdb08,Executive_Search,INVITE_SENT
a3f751b3-227e-4b15-a583-4d263001a591,2026-05-25 09:44:37.562385,e5b7d448-b0dc-4f44-867e-4b7ce075c73e,Executive_Search,INVITE_SENT
f45a050b-3334-4f2f-b8a2-6f0c50f90230,2026-05-25 09:45:37.562385,c5732101-5891-4bbd-89df-f1bb9b584bbf,Data_Engineer_Hiring,INVITE_SENT
cfe0cedb-b0f8-49f3-9afd-c34f8384eae0,2026-05-25 09:50:37.562385,e2b18d11-0170-4276-bcc2-77471146ef75,Recruiter_Outreach_Q3,INVITE_SENT
2e26e65e-903b-4250-ab3f-04243a719e09,2026-05-25 09:54:37.562385,bf2ef845-29a2-4cd2-94eb-87c0919ef956,Recruiter_Outreach_Q3,INVITE_SENT
9a17383d-e6c6-4061-afb1-a22cfd01ce26,2026-05-25 10:01:37.562385,4f781e4e-8ecd-4aaf-be7d-0936de1bf737,Data_Engineer_Hiring,INVITE_SENT
d81af80d-5074-4173-ab5a-01a442799f66,2026-05-25 10:17:37.562385,5cd8feb2-8b34-4a18-9d7e-c4099c59bd9f,Executive_Search,INVITE_SENT
2039dd4c-997c-4e19-9296-5e2fe92e3dfc,2026-05-25 10:21:37.562385,bdd0a624-4463-400c-9d84-78cd9260f51e,Recruiter_Outreach_Q3,INVITE_SENT
0502b1fa-f4be-4b06-9ee6-b29ab41e23ff,2026-05-25 10:21:37.562385,0668a781-6575-4247-9cfc-3ef931aa4074,Data_Engineer_Hiring,INVITE_SENT
376119ed-90cf-49f4-9d25-285b1d4f0359,2026-05-25 10:30:37.562385,97a77746-5d9b-47e7-b5f6-596274b15c39,Data_Engineer_Hiring,INVITE_SENT
519b9366-16d5-41c5-b66a-a7a3591d7f13,2026-05-25 10:41:37.562385,4331e48b-ef0e-4ec1-8853-712d42e3b85b,Executive_Search,INVITE_SENT
24329588-9de1-4ced-b060-22fd02586129,2026-05-25 10:49:37.562385,26a8ffcb-7d62-44a1-884f-e32d8db9e044,Data_Engineer_Hiring,INVITE_SENT
457efc3a-7301-43d6-8a12-9d277ac16f62,2026-05-25 10:51:37.562385,6e5059ef-8a3f-43a2-8ec7-f6ebcd501cbd,Recruiter_Outreach_Q3,INVITE_SENT
70aa1eb8-08ae-485f-913d-f8221045835e,2026-05-25 10:55:37.562385,27a12389-43ab-4044-9eae-4deefdd5d646,Recruiter_Outreach_Q3,INVITE_SENT
4e72dd76-a930-4ec4-bcd4-7bb88ab088aa,2026-05-25 10:56:37.562385,133f864c-f9af-42fb-884e-a702f540e4c7,Executive_Search,INVITE_SENT
762c85c0-36a2-42be-b26f-4e0e8a4264f0,2026-05-25 11:24:37.562385,3930bf16-527a-41ed-a96a-0d623f235465,Data_Engineer_Hiring,INVITE_SENT
2df2b3a2-44d3-4571-ac8a-591d762f7d60,2026-05-25 11:43:37.562385,8b98a093-76c3-46a3-9c45-070bcdd63c92,Executive_Search,INVITE_SENT
d53c6393-8ce8-4af2-998e-c03918d396ba,2026-05-25 11:58:37.562385,09f2a427-6693-473e-87ec-7413194523c2,Data_Engineer_Hiring,INVITE_SENT
2fb6bbfa-83c3-4348-bebf-57c3c8f6eeb5,2026-05-25 11:58:37.562385,240ec546-ce66-4a9f-aae9-69cf062f226f,Data_Engineer_Hiring,INVITE_SENT
50e05e84-f704-4a51-b35b-c2a02668e26b,2026-05-25 12:00:37.562385,1c2f5761-5c86-43a9-9b98-9ab9b6dc78b6,Executive_Search,INVITE_SENT
0fe7445d-5e37-46f8-bcae-8365e7324506,2026-05-25 12:12:37.562385,06187043-7aac-4528-8485-50355328ce6f,Recruiter_Outreach_Q3,INVITE_SENT
e5eb078b-6b81-4a53-a12c-87a287065943,2026-05-25 12:21:37.562385,92ef4b97-2348-4d46-bca1-dfe648b0cae0,Recruiter_Outreach_Q3,INVITE_SENT
dbe17b04-245b-44c5-9d88-bd3fc254b699,2026-05-25 12:22:37.562385,f567d54e-b5e4-42ad-b0fd-49c8e799fbb1,Data_Engineer_Hiring,INVITE_ACCEPTED
fe406c1c-03be-4777-be55-94ee83f8c388,2026-05-25 12:24:37.562385,52716fc3-ebf5-489f-9aec-115588eabfb9,Data_Engineer_Hiring,INVITE_SENT
0961509f-715c-4d0d-9a18-7b8bb899167b,2026-05-25 12:39:37.562385,5d85eded-8b29-4458-bf2a-134bab7c2c6e,Recruiter_Outreach_Q3,INVITE_ACCEPTED
f5db3f46-0900-4f8c-b750-e21b3c4dc881,2026-05-25 12:41:37.562385,465997d6-e928-4bbb-a706-fe129a486c3d,Recruiter_Outreach_Q3,INVITE_SENT
6fe55b91-d837-49ff-a303-d36596d7b0bc,2026-05-25 12:47:37.562385,b690b84d-fc71-4f05-b599-0ce0b13c5349,Data_Engineer_Hiring,INVITE_SENT
d4e6d5cf-ecc4-4234-9c0b-fe92e9bdc9ea,2026-05-25 12:57:37.562385,b690b84d-fc71-4f05-b599-0ce0b13c5349,Data_Engineer_Hiring,INVITE_ACCEPTED
b3fe14ea-6070-43d7-bcf8-88a6e9fc5d3a,2026-05-25 12:58:37.562385,35669d53-dda4-4de1-a610-8ab3c45fdb08,Executive_Search,INVITE_ACCEPTED
dd7983d1-e7d4-4ff6-8cc7-a7183b3de551,2026-05-25 13:11:37.562385,92ef4b97-2348-4d46-bca1-dfe648b0cae0,Recruiter_Outreach_Q3,INVITE_ACCEPTED
8491772e-0fe2-4878-9919-065485f69dcc,2026-05-25 13:32:37.562385,3930bf16-527a-41ed-a96a-0d623f235465,Data_Engineer_Hiring,INVITE_ACCEPTED
ad796b63-77bb-4f06-b978-ab6ab2893180,2026-05-25 14:36:37.562385,c5732101-5891-4bbd-89df-f1bb9b584bbf,Data_Engineer_Hiring,INVITE_ACCEPTED
a6e35a93-3682-4b2c-994f-28f4a89249de,2026-05-25 14:53:37.562385,5d85eded-8b29-4458-bf2a-134bab7c2c6e,Recruiter_Outreach_Q3,MESSAGE_SENT
8bc1fe06-6737-4a72-b1a6-e771736c3abe,2026-05-25 15:02:37.562385,b690b84d-fc71-4f05-b599-0ce0b13c5349,Data_Engineer_Hiring,MESSAGE_SENT
bfb95515-56fe-48bb-b638-aa1484b3f9be,2026-05-25 15:03:37.562385,240ec546-ce66-4a9f-aae9-69cf062f226f,Data_Engineer_Hiring,INVITE_ACCEPTED
ae489740-d03f-4c7f-9d28-d542a67a47fc,2026-05-25 15:16:37.562385,c5732101-5891-4bbd-89df-f1bb9b584bbf,Data_Engineer_Hiring,MESSAGE_SENT
727b6ae5-b827-461c-a1a9-5ef9d06e2e71,2026-05-25 15:36:37.562385,92ef4b97-2348-4d46-bca1-dfe648b0cae0,Recruiter_Outreach_Q3,MESSAGE_SENT
d10ebdaf-19b7-4511-bd9b-970f06240c87,2026-05-25 15:39:37.562385,240ec546-ce66-4a9f-aae9-69cf062f226f,Data_Engineer_Hiring,MESSAGE_SENT
077cbcb2-b142-4734-9651-b4368fecd668,2026-05-25 16:39:37.562385,f567d54e-b5e4-42ad-b0fd-49c8e799fbb1,Data_Engineer_Hiring,MESSAGE_SENT
db84387a-c6ad-4cf7-87ec-64d9f8839c95,2026-05-25 16:55:37.562385,3930bf16-527a-41ed-a96a-0d623f235465,Data_Engineer_Hiring,MESSAGE_SENT
cb8cabd3-17ce-482b-b99a-c6ed0d71e6c4,2026-05-25 17:00:37.562385,35669d53-dda4-4de1-a610-8ab3c45fdb08,Executive_Search,MESSAGE_SENT
b8eef92b-acb2-4c86-97b1-4c4fdc891ba3,2026-05-25 19:03:37.562385,5d85eded-8b29-4458-bf2a-134bab7c2c6e,Recruiter_Outreach_Q3,REPLY_RECEIVED
47f520df-ed06-46cb-a7ee-d5abfdbde6f1,2026-05-25 19:38:37.562385,92ef4b97-2348-4d46-bca1-dfe648b0cae0,Recruiter_Outreach_Q3,REPLY_RECEIVED
b0b09e8a-b884-44c8-9966-6f0aac9ecca8,2026-05-25 20:03:37.562385,240ec546-ce66-4a9f-aae9-69cf062f226f,Data_Engineer_Hiring,REPLY_RECEIVED
8bd2716e-3fbb-42a0-a4cb-7343e5650db5,2026-05-25 20:59:37.562385,c5732101-5891-4bbd-89df-f1bb9b584bbf,Data_Engineer_Hiring,REPLY_RECEIVED
780531e6-dd55-4c3f-a894-7564bd676398,2026-05-25 22:05:37.562385,35669d53-dda4-4de1-a610-8ab3c45fdb08,Executive_Search,REPLY_RECEIVED
acf43adb-2dc8-458f-955e-5c5f875bdc91,2026-05-26 09:11:37.562385,e16f1207-42fe-4bf0-af1b-0295a2c1d7ea,Recruiter_Outreach_Q3,INVITE_SENT
9b713357-7864-43a4-9e5e-add2c1d4af10,2026-05-26 09:21:37.562385,1145bd10-3ba9-4942-a6bc-c6e219f62b1a,Executive_Search,INVITE_SENT
3bbdc2a9-1feb-4561-8928-8e68d4940ca3,2026-05-26 09:39:37.562385,bba5862c-73e7-4865-9b33-4f005f7e7420,Data_Engineer_Hiring,INVITE_SENT
3d3f2a05-c300-49b3-b551-040509e1a748,2026-05-26 09:44:37.562385,280edcaa-4ddc-4884-9edd-f11bf08368bd,Data_Engineer_Hiring,INVITE_SENT
d61f617c-d67e-47ea-b723-477f4a70bd85,2026-05-26 09:49:37.562385,4e08b428-1506-457d-b26e-43931ab3c0cd,Recruiter_Outreach_Q3,INVITE_SENT
67cb3e0f-e524-47b4-b8bc-57e89fd3529d,2026-05-26 10:02:37.562385,3e224235-c356-4ebf-910e-e4fe7e2dfbb3,Recruiter_Outreach_Q3,INVITE_SENT
792fa2c9-30f4-45ea-aef1-f7a0bc444c85,2026-05-26 10:11:37.562385,ad5a8093-0dfa-43f7-a25f-88c69c1c7a89,Recruiter_Outreach_Q3,INVITE_SENT
e56def81-40e4-4e88-9635-a08960520737,2026-05-26 10:15:37.562385,616a9611-6b4f-4e30-80b0-d1528fac5f51,Executive_Search,INVITE_SENT
051f6a8a-5572-4090-9d0d-042203743059,2026-05-26 10:41:37.562385,f7e6106f-5c4c-430e-818c-51278d1b1629,Data_Engineer_Hiring,INVITE_SENT
f3e76c88-c219-4f6d-a92a-fa185117c3b7,2026-05-26 10:44:37.562385,5f88135e-00ee-4061-a08a-ce906ee738eb,Executive_Search,INVITE_SENT
6aa943a0-a795-49a0-9880-a81585f735c5,2026-05-26 10:52:37.562385,0aea3621-2aec-4f07-a950-15d8a4bea94b,Executive_Search,INVITE_SENT
3dbf0e74-e3c5-4c66-97e7-f7907840dfc5,2026-05-26 11:34:37.562385,d6752464-ec0b-4d4f-88e9-ab09da7e674b,Data_Engineer_Hiring,INVITE_SENT
96fb9ef4-e58c-410d-a516-73005746b8df,2026-05-26 11:35:37.562385,1e32c61f-8f77-4e25-a83c-6d50b9a68da1,Executive_Search,INVITE_SENT
b57bc72f-d07c-430c-b55c-91e7866d0328,2026-05-26 11:40:37.562385,bde1b3a5-248c-4d28-ad57-3c954e257b6d,Recruiter_Outreach_Q3,INVITE_SENT
7812f426-f61f-4336-b9a3-e02998e19176,2026-05-26 11:49:37.562385,b32b751d-4742-454d-b72e-040477b2bb4b,Recruiter_Outreach_Q3,INVITE_SENT
d5265341-a61f-4ba7-962e-13851abf1145,2026-05-26 12:14:37.562385,143e0020-27bc-4796-b538-40fb2cd90005,Executive_Search,INVITE_SENT
6ce3a4a7-0305-4ade-9a7d-0ddb8c287dcf,2026-05-26 12:19:37.562385,a1bca6f6-1764-4b65-9efa-9950043cc313,Data_Engineer_Hiring,INVITE_SENT
86fb1a2d-895e-4241-9db6-4f3464cbccf8,2026-05-26 12:20:37.562385,4525294f-f72c-4761-979f-8469fcd61c74,Executive_Search,INVITE_SENT
3779444d-ffa2-4051-a063-000ce5ed876b,2026-05-26 12:22:37.562385,376ba0e1-f7b7-477f-bb03-43dcd7ed98fe,Recruiter_Outreach_Q3,INVITE_SENT
11fed90c-e8d6-4d0e-b4cc-11b6f203e0d3,2026-05-26 12:22:37.562385,2e6eddb6-c71c-4c5b-ad02-ef4ce95e57bc,Data_Engineer_Hiring,INVITE_ACCEPTED
7714052a-6066-4859-ac3b-357b29d51a95,2026-05-26 12:24:37.562385,6e5059ef-8a3f-43a2-8ec7-f6ebcd501cbd,Recruiter_Outreach_Q3,INVITE_ACCEPTED
9453d5e3-65f5-4e85-ac34-5d6832553813,2026-05-26 12:31:37.562385,97a77746-5d9b-47e7-b5f6-596274b15c39,Data_Engineer_Hiring,INVITE_ACCEPTED
